car_brand_name,25k_pct_chage,50k_pct_chage,100k_pct_chage,sold_cars,feature,cluster_label
oldsmobile aurora,156.81169708798387,190.20904684673798,103.94813252877877,41,450.96887646350064,7
oldsmobile alero,156.81169708798387,190.20904684673798,203.2258064516129,130,550.2465503863348,7
oldsmobile achieva,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
nissan truck,156.81169708798387,190.20904684673798,103.94813252877877,16,450.96887646350064,7
nissan rogue select,-10.842654735272179,190.20904684673798,103.94813252877877,133,283.31452464024454,7
nissan nv200,-30.652368185880245,190.20904684673798,103.94813252877877,29,263.5048111896365,7
nissan nv passenger,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
kia spectra,156.81169708798387,190.20904684673798,103.94813252877877,468,450.96887646350064,7
nissan murano crosscabriolet,-0.23915271609156133,190.20904684673798,103.94813252877877,42,293.9180266594252,7
nissan gt-r,-21.891137361218696,190.20904684673798,103.94813252877877,61,272.2660420142981,7
nissan altima hybrid,156.81169708798387,164.88095238095238,70.57823129251702,83,392.2708807614532,7
nissan 350z,156.81169708798387,190.20904684673798,103.94813252877877,101,450.96887646350064,7
nissan 300zx,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
nissan 200sx,156.81169708798387,190.20904684673798,103.94813252877877,12,450.96887646350064,7
mitsubishi raider,156.81169708798387,190.20904684673798,103.94813252877877,27,450.96887646350064,7
mitsubishi montero sport,156.81169708798387,190.20904684673798,136.58536585365854,151,483.6061097883804,7
mitsubishi montero,156.81169708798387,190.20904684673798,103.94813252877877,64,450.96887646350064,7
oldsmobile silhouette,156.81169708798387,190.20904684673798,423.0769230769231,40,770.097667011645,7
mitsubishi lancer evolution,156.81169708798387,190.20904684673798,103.94813252877877,136,450.96887646350064,7
plymouth breeze,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
plymouth prowler,227.46478873239434,185.2112676056338,103.94813252877877,9,516.6241888668069,7
saturn l300,156.81169708798387,190.20904684673798,135.29411764705884,32,482.3148615817807,7
saturn l-series,156.81169708798387,190.20904684673798,174.79674796747966,191,521.8174919022015,7
saturn aura hybrid,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
saturn astra,156.81169708798387,190.20904684673798,103.94813252877877,54,450.96887646350064,7
saab 9-7x,156.81169708798387,190.20904684673798,103.94813252877877,53,450.96887646350064,7
saab 9-2x,156.81169708798387,190.20904684673798,103.94813252877877,10,450.96887646350064,7
rolls-royce ghost,156.81169708798387,190.20904684673798,103.94813252877877,17,450.96887646350064,7
ram dakota,156.81169708798387,190.20904684673798,103.94813252877877,37,450.96887646350064,7
ram cv tradesman,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
ram c/v tradesman,156.81169708798387,190.20904684673798,-54.75409836065573,28,292.2666455740661,7
ram c/v cargo van,156.81169708798387,190.20904684673798,103.94813252877877,43,450.96887646350064,7
porsche macan,156.81169708798387,190.20904684673798,103.94813252877877,8,450.96887646350064,7
porsche cayman s,156.81169708798387,190.20904684673798,103.94813252877877,15,450.96887646350064,7
pontiac sunfire,156.81169708798387,142.6086956521739,103.94813252877877,104,403.3685252689366,7
pontiac solstice,156.81169708798387,190.20904684673798,103.94813252877877,96,450.96887646350064,7
pontiac montana sv6,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
pontiac montana,156.81169708798387,190.20904684673798,103.94813252877877,79,450.96887646350064,7
pontiac gto,156.81169708798387,190.20904684673798,103.94813252877877,58,450.96887646350064,7
pontiac grand am,156.81169708798387,392.30769230769226,201.28205128205127,436,750.4014406777274,7
pontiac g8,156.81169708798387,190.20904684673798,103.94813252877877,110,450.96887646350064,7
pontiac g5,156.81169708798387,190.20904684673798,103.94813252877877,138,450.96887646350064,7
pontiac g3,156.81169708798387,190.20904684673798,103.94813252877877,18,450.96887646350064,7
pontiac firebird,156.81169708798387,887.5,103.94813252877877,58,1148.2598296167628,7
pontiac bonneville,156.81169708798387,190.20904684673798,88.46153846153845,135,435.4822823962603,7
pontiac aztek,156.81169708798387,190.20904684673798,103.94813252877877,11,450.96887646350064,7
plymouth neon,156.81169708798387,190.20904684673798,103.94813252877877,6,450.96887646350064,7
kia sephia,156.81169708798387,190.20904684673798,103.94813252877877,16,450.96887646350064,7
acura cl,156.81169708798387,190.20904684673798,103.94813252877877,97,450.96887646350064,7
kia k900,-14.804356595401366,190.20904684673798,103.94813252877877,61,279.3528227801154,7
chevrolet silverado 1500hd,156.81169708798387,190.20904684673798,103.94813252877877,44,450.96887646350064,7
chevrolet silverado 1500 hybrid,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
chevrolet silverado 1500 classic,156.81169708798387,190.20904684673798,103.94813252877877,188,450.96887646350064,7
chevrolet s-10 blazer,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
chevrolet s-10,156.81169708798387,190.20904684673798,410.2040816326531,221,757.2248255673749,7
chevrolet prizm,156.81169708798387,190.20904684673798,103.94813252877877,31,450.96887646350064,7
chevrolet malibu maxx,156.81169708798387,190.20904684673798,103.94813252877877,172,450.96887646350064,7
chevrolet malibu hybrid,156.81169708798387,285.29411764705884,188.23529411764704,24,630.3411088526898,7
chevrolet malibu classic,156.81169708798387,190.20904684673798,103.94813252877877,44,450.96887646350064,7
chevrolet lumina,156.81169708798387,190.20904684673798,103.94813252877877,54,450.96887646350064,7
chevrolet corvette stingray,-14.941912673897601,190.20904684673798,103.94813252877877,113,279.21526670161916,7
chevrolet silverado 2500,156.81169708798387,190.20904684673798,103.94813252877877,25,450.96887646350064,7
chevrolet corsica,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
chevrolet cavalier,156.81169708798387,190.20904684673798,-13.273615635179153,383,333.7471282995427,7
chevrolet caprice,156.81169708798387,190.20904684673798,103.94813252877877,10,450.96887646350064,7
chevrolet c/k 3500 series,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
chevrolet c/k 2500 series,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
chevrolet c/k 1500 series,156.81169708798387,190.20904684673798,103.94813252877877,27,450.96887646350064,7
chevrolet blazer,156.81169708798387,190.20904684673798,-21.38888888888889,328,325.63185504583294,7
chevrolet black diamond avalanche,156.81169708798387,190.20904684673798,103.94813252877877,42,450.96887646350064,7
chevrolet astro,156.81169708798387,190.20904684673798,200.0,42,547.0207439347218,7
cadillac sts-v,156.81169708798387,190.20904684673798,103.94813252877877,6,450.96887646350064,7
cadillac sts,314.49275362318843,200.28985507246375,82.9951690821256,303,597.7777777777778,7
cadillac fleetwood,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
chevrolet classic,156.81169708798387,190.20904684673798,103.94813252877877,56,450.96887646350064,7
chevrolet silverado 2500hd classic,156.81169708798387,190.20904684673798,103.94813252877877,65,450.96887646350064,7
chevrolet silverado 3500,156.81169708798387,190.20904684673798,103.94813252877877,38,450.96887646350064,7
chevrolet silverado 3500 classic,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
dodge nitro,156.81169708798387,190.20904684673798,103.94813252877877,610,450.96887646350064,7
dodge neon,95.91836734693878,190.20904684673798,149.65986394557825,246,435.787278139255,7
dodge magnum,360.5263157894737,76.8421052631579,110.38781163434903,375,547.7562326869806,7
dodge intrepid,156.81169708798387,190.20904684673798,337.33333333333337,115,684.3540772680552,7
daewoo nubira,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
daewoo leganza,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
chrysler voyager,156.81169708798387,190.20904684673798,103.94813252877877,19,450.96887646350064,7
chrysler prowler,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
chrysler pacifica,156.81169708798387,190.20904684673798,103.94813252877877,229,450.96887646350064,7
chrysler lhs,156.81169708798387,190.20904684673798,103.94813252877877,22,450.96887646350064,7
chrysler le baron,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
chrysler crossfire,195.83333333333331,40.10416666666667,103.94813252877877,59,339.8856325287788,7
chrysler concorde,156.81169708798387,322.22222222222223,53.703703703703695,66,532.7376230139098,7
chrysler cirrus,156.81169708798387,-30.0,103.94813252877877,26,230.75982961676266,7
chrysler aspen,156.81169708798387,190.20904684673798,103.94813252877877,228,450.96887646350064,7
chrysler 300m,156.81169708798387,190.20904684673798,103.94813252877877,101,450.96887646350064,7
chevrolet venture,156.81169708798387,190.20904684673798,110.00000000000001,179,457.02074393472185,7
chevrolet uplander,156.81169708798387,190.20904684673798,276.555023923445,342,623.5757678581668,7
chevrolet trailblazer ext,156.81169708798387,190.20904684673798,103.94813252877877,190,450.96887646350064,7
chevrolet tracker,156.81169708798387,190.20904684673798,103.94813252877877,69,450.96887646350064,7
chevrolet tahoe limited/z71,156.81169708798387,190.20904684673798,103.94813252877877,11,450.96887646350064,7
chevrolet tahoe hybrid,156.81169708798387,190.20904684673798,103.94813252877877,33,450.96887646350064,7
chevrolet ssr,156.81169708798387,-23.72047244094488,103.94813252877877,27,237.03935717581777,7
chevrolet ss,156.81169708798387,190.20904684673798,103.94813252877877,13,450.96887646350064,7
chevrolet spark ev,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
cadillac escalade hybrid,156.81169708798387,190.20904684673798,103.94813252877877,40,450.96887646350064,7
cadillac elr,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
cadillac cts-v wagon,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
